N_open1,N_open2,N_open3,N_high1,N_high2,N_high3,N_low1,N_low2,N_low3,N_close1,N_close2,N_close3,N_vol1,N_vol2,N_vol3,N_rsi,N_adx
-0.050281593937354215,-0.054484771268050465,-0.05284936510984912,-0.045381783901428316,-0.04838430991729159,-0.04808259359898649,-0.06955678208845648,-0.07232535648022419,-0.08570608158386726,-0.059924774076417706,-0.05361351510125576,-0.08441216110263985,0.10311109190534674,0.8999031012471433,0.7164889465617331,0.32439100000000004,0.397846
