N_open1,N_open2,N_open3,N_high1,N_high2,N_high3,N_low1,N_low2,N_low3,N_close1,N_close2,N_close3,N_vol1,N_vol2,N_vol3,N_rsi,N_adx
0.01795602476705769,0.03661087913260948,0.027689046799770016,0.02607502992730691,0.03808865352170651,0.041639999996085635,0.014879967578644659,0.017757434896846756,0.027689046799770016,0.01881726237625422,0.022318431958194596,0.03472794293979051,-0.2816828874424908,-0.09324216927444598,-0.016703549759210692,0.605515,0.152106
