N_open1,N_open2,N_open3,N_high1,N_high2,N_high3,N_low1,N_low2,N_low3,N_close1,N_close2,N_close3,N_vol1,N_vol2,N_vol3,N_rsi,N_adx
0.011488636909676454,-0.001769909656293336,0.0031004824961226567,0.014519557942966237,0.01744450070493591,0.006140113728515535,0.004415763059287042,-0.008849326512639562,-0.002978895681233314,0.008457504753498258,0.01744450070493591,-0.0019656691403440734,-0.35178796291773995,-0.24493695520673286,-0.3468028637295229,0.536699,0.14887
