N_open1,N_open2,N_open3,N_high1,N_high2,N_high3,N_low1,N_low2,N_low3,N_close1,N_close2,N_close3,N_vol1,N_vol2,N_vol3,N_rsi,N_adx
-0.023592356219160775,-0.037213143250956704,-0.04620658144200552,-0.02057426661975567,-0.03547884026868703,-0.035767860595209214,-0.03279850915794479,-0.05123258428583128,-0.049581765552303925,-0.029859259266256495,-0.03667360585438649,-0.046053138326795695,-0.13743766862391912,0.2856424810992079,0.9470961950257281,0.407943,0.19234300000000001
