N_open1,N_open2,N_open3,N_high1,N_high2,N_high3,N_low1,N_low2,N_low3,N_close1,N_close2,N_close3,N_vol1,N_vol2,N_vol3,N_rsi,N_adx
-0.007744117164338062,-0.015367931999304592,-0.010756767103729825,-0.004403315141892561,-0.004577110804330932,-0.007089084268140387,-0.019101104925253482,-0.018480028976961334,-0.022090977012268916,-0.009080393746585712,-0.009138455053884225,-0.01964672386484519,-0.4196888313386925,-0.4618302596329382,-0.1704258235212088,0.404798,0.278215
