N_open1,N_open2,N_open3,N_high1,N_high2,N_high3,N_low1,N_low2,N_low3,N_close1,N_close2,N_close3,N_vol1,N_vol2,N_vol3,N_rsi,N_adx
-0.02834967271049724,-0.0033509391969664347,-0.03187833626531671,-0.027310639352810376,-0.0033509391969664347,-0.006072777194520538,-0.03804406333256752,-0.04468987305510753,-0.03187833626531671,-0.03172609645430369,-0.03425611798265328,-0.008310072311815702,-0.33998494636239746,0.6154060235786329,-0.22727843479345264,0.38812800000000003,0.16114699999999998
