N_open1,N_open2,N_open3,N_high1,N_high2,N_high3,N_low1,N_low2,N_low3,N_close1,N_close2,N_close3,N_vol1,N_vol2,N_vol3,N_rsi,N_adx
0.022462670928166808,0.01479775053862401,0.018570941660948224,0.023531790519529087,0.029176174439501903,0.035146083560634,0.011616261137736415,0.014644745123673636,0.015963142657788282,0.014060852161871402,0.02520011785070738,0.024705879649483266,-0.1762352437878541,-0.303928824858752,-0.012688515499314712,0.538253,0.109639
