N_open1,N_open2,N_open3,N_high1,N_high2,N_high3,N_low1,N_low2,N_low3,N_close1,N_close2,N_close3,N_vol1,N_vol2,N_vol3,N_rsi,N_adx
0.011619211422321727,0.010309082692241607,0.01512844021155901,0.01490505012657046,0.018830516142704874,0.01797325665416771,0.0040758847610335835,0.010010050601813762,0.006517824483566266,0.009453403388100723,0.015018560223631986,0.009962258283539999,-0.5662383149290602,-0.4758268038204267,-0.559393533626687,0.5045580000000001,0.251181
