N_open1,N_open2,N_open3,N_high1,N_high2,N_high3,N_low1,N_low2,N_low3,N_close1,N_close2,N_close3,N_vol1,N_vol2,N_vol3,N_rsi,N_adx
-0.01833603667851171,-0.009074692339253001,0.04844335999764233,-0.01197952873907046,-0.0032201293850623674,0.04990010935796815,-0.05214117330257896,-0.04417497860710727,-0.01722960318525583,-0.05214117330257896,-0.022244573442314945,-0.009929580181924377,-0.5200628296501786,-0.11587108358232673,-0.2655246438416228,0.467389,0.25516
