Date,Open,High,Low,Close,Adj Close,Volume
2016-07-01,104.779999,104.879997,103.779999,104.150002,93.556900,6117800
2016-07-05,103.500000,103.870003,102.849998,103.570000,93.035881,7766600
2016-07-06,103.260002,104.599998,102.459999,104.580002,93.943161,6166900
2016-07-07,104.889999,105.000000,102.139999,103.050003,92.568771,7632800
2016-07-08,103.879997,104.970001,103.000000,104.769997,94.113823,9043600
2016-07-11,104.809998,106.000000,104.800003,105.389999,94.670769,7206100
2016-07-12,106.300003,107.300003,106.180000,106.779999,95.919395,8377200
2016-07-13,106.779999,107.199997,105.860001,106.650002,95.802620,5959900
2016-07-14,107.199997,107.580002,106.430000,106.699997,95.847519,4750900
2016-07-15,107.330002,107.540001,106.389999,107.029999,96.143959,6164300
2016-07-18,106.669998,106.750000,106.019997,106.089996,95.299576,4931500
2016-07-19,105.980003,106.269997,105.650002,106.040001,95.254654,4630800
2016-07-20,105.930000,106.129997,105.000000,105.589996,94.850418,6802000
2016-07-21,105.400002,105.849998,104.870003,105.389999,94.670769,5701000
2016-07-22,105.680000,106.000000,105.199997,105.660004,94.913315,5255400
2016-07-25,104.860001,105.110001,102.779999,103.070000,92.586739,7784000
2016-07-26,102.570000,103.160004,102.080002,102.680000,92.236404,6101100
2016-07-27,102.680000,103.320000,101.800003,102.260002,91.859116,5371100
2016-07-28,102.089996,102.220001,100.980003,101.790001,91.436943,8226200
2016-07-29,100.529999,102.660004,99.849998,102.480003,92.056747,10157600
2016-08-01,101.330002,102.099998,98.620003,99.110001,89.029503,11550600
2016-08-02,99.519997,100.070000,97.910004,99.589996,89.460686,9752700
2016-08-03,99.650002,100.639999,99.290001,100.610001,90.376930,6611700
2016-08-04,100.279999,101.080002,100.000000,100.389999,90.179321,6051600
2016-08-05,100.989998,101.070000,99.720001,100.510002,90.287117,6710500
2016-08-08,100.989998,101.680000,100.720001,101.199997,90.906937,5447500
2016-08-09,101.849998,102.000000,100.769997,101.320000,91.014732,4957300
2016-08-10,101.650002,101.809998,99.940002,100.139999,89.954742,5081300
2016-08-11,100.650002,101.860001,100.389999,101.400002,91.086586,4808400
2016-08-12,101.739998,102.330002,101.260002,102.160004,91.769295,5199000
2016-08-15,102.610001,103.059998,102.419998,102.769997,92.317253,4886300
2016-08-16,102.769997,102.930000,102.330002,102.620003,92.182503,5384300
2016-08-17,101.500000,102.300003,101.019997,102.220001,92.790703,5311600
2016-08-18,102.629997,103.599998,102.059998,103.550003,93.998024,6944400
2016-08-19,103.070000,103.129997,102.120003,102.320000,92.881485,5057200
2016-08-22,101.750000,102.400002,101.239998,101.940002,92.536530,5494900
2016-08-23,102.029999,102.169998,101.500000,101.680000,92.300507,4929700
2016-08-24,101.400002,102.290001,101.279999,102.199997,92.772545,5178300
2016-08-25,102.290001,102.290001,101.529999,101.889999,92.491142,4490100
2016-08-26,102.110001,102.480003,100.860001,101.320000,91.973717,4776200
2016-08-29,101.239998,102.230003,101.000000,102.050003,92.636398,3969800
2016-08-30,102.050003,102.629997,101.370003,101.699997,92.318665,3712800
2016-08-31,101.199997,101.330002,99.919998,100.580002,91.301994,6249100
2016-09-01,100.349998,100.580002,99.470001,100.209999,90.966110,6045000
2016-09-02,100.889999,101.459999,100.260002,100.930000,91.619705,4676600
2016-09-06,101.209999,102.610001,100.970001,102.430000,92.981339,5429000
2016-09-07,102.750000,103.050003,102.239998,102.879997,93.389816,5284300
2016-09-08,103.339996,104.349998,102.470001,104.120003,94.515434,5764900
2016-09-09,103.349998,103.410004,101.230003,101.269997,91.928329,7808700
2016-09-12,101.199997,102.550003,100.570000,102.250000,92.817932,8149100
2016-09-13,101.650002,101.650002,99.169998,99.430000,90.258064,9300400
2016-09-14,99.120003,99.949997,98.169998,98.419998,89.341225,8201400
2016-09-15,98.500000,100.389999,98.430000,99.500000,90.321602,6701600
2016-09-16,98.330002,98.809998,97.529999,97.839996,88.814728,12725600
2016-09-19,98.330002,98.849998,97.989998,98.040001,88.996292,6171100
2016-09-20,98.169998,98.480003,97.680000,97.699997,88.687645,5771900
2016-09-21,98.349998,99.690002,98.250000,99.629997,90.439621,6361600
2016-09-22,100.519997,100.750000,99.839996,99.980003,90.757324,5416700
