N_open1,N_open2,N_open3,N_high1,N_high2,N_high3,N_low1,N_low2,N_low3,N_close1,N_close2,N_close3,N_vol1,N_vol2,N_vol3,N_rsi,N_adx,open
-0.049656297694879746,-0.0458292189333987,-0.031060188009427468,-0.04079577503265142,-0.039217448085477606,-0.016711639756838034,-0.06439264044853833,-0.06570332024876084,-0.04179688093489379,-0.050565664880746854,-0.04590790746385486,-0.03928981268223515,0.3312780604618278,0.2796521597497655,0.18262594371838978,0.392883,0.231612,239.75
-0.0458292189333987,-0.031060188009427468,0.0034660077764040627,-0.039217448085477606,-0.016711639756838034,0.0050680852290868736,-0.06570332024876084,-0.04179688093489379,-0.042227514144736925,-0.04590790746385486,-0.03928981268223515,-0.034579994525620335,0.2796521597497655,0.18262594371838978,0.736733415370952,0.401605,0.228227,242.0
-0.031060188009427468,0.0034660077764040627,-0.026565815233151137,-0.016711639756838034,0.0050680852290868736,0.005859500327813953,-0.04179688093489379,-0.042227514144736925,-0.03247860845357529,-0.03928981268223515,-0.034579994525620335,-0.005859111001154723,0.18262594371838978,0.736733415370952,0.7924747481570671,0.4117,0.225001,246.94
0.0034660077764040627,-0.026565815233151137,-0.05109641961641773,0.0050680852290868736,0.005859500327813953,-0.001530717853311102,-0.042227514144736925,-0.03247860845357529,-0.052532223920538475,-0.034579994525620335,-0.005859111001154723,-0.007678346735763035,0.736733415370952,0.7924747481570671,0.9983418203738668,0.419476,0.224328,256.8
-0.026565815233151137,-0.05109641961641773,-0.04542204966374958,0.005859500327813953,-0.001530717853311102,-0.03917381912876791,-0.03247860845357529,-0.052532223920538475,-0.07563389350852205,-0.005859111001154723,-0.007678346735763035,-0.050929979369670114,0.7924747481570671,0.9983418203738668,0.986158081299733,0.44956,0.223967,250.02
-0.05109641961641773,-0.04542204966374958,-0.07619338405575295,-0.001530717853311102,-0.03917381912876791,-0.07177055856050679,-0.052532223920538475,-0.07563389350852205,-0.1043829758568471,-0.007678346735763035,-0.050929979369670114,-0.09477286017409096,0.9983418203738668,0.986158081299733,0.7830447756423156,0.448152,0.22488399999999997,243.86
-0.04542204966374958,-0.07619338405575295,-0.07307113486366971,-0.03917381912876791,-0.07177055856050679,-0.06487843356596383,-0.07563389350852205,-0.1043829758568471,-0.09231175420802404,-0.050929979369670114,-0.09477286017409096,-0.08589248347931033,0.986158081299733,0.7830447756423156,0.6725597939016782,0.396452,0.22484400000000002,245.52
-0.07619338405575295,-0.07307113486366971,-0.10466678482942857,-0.07177055856050679,-0.06487843356596383,-0.07410485924197233,-0.1043829758568471,-0.09231175420802404,-0.11849358781649438,-0.09477286017409096,-0.08589248347931033,-0.08356954975252298,0.7830447756423156,0.6725597939016782,0.9760285286995197,0.342426,0.219044,238.85
-0.07307113486366971,-0.10466678482942857,-0.07272548525137743,-0.06487843356596383,-0.07410485924197233,-0.07205200959951706,-0.09231175420802404,-0.11849358781649438,-0.12992580649395413,-0.08589248347931033,-0.08356954975252298,-0.11506984951421408,0.6725597939016782,0.9760285286995197,0.9972225472510696,0.356487,0.208152,242.06
-0.10466678482942857,-0.07272548525137743,-0.052364431722086116,-0.07410485924197233,-0.07205200959951706,-0.03753061652657618,-0.11849358781649438,-0.12992580649395413,-0.08538808176295921,-0.08356954975252298,-0.11506984951421408,-0.07963055634311149,0.9760285286995197,0.9972225472510696,0.9966216631538163,0.364944,0.198274,235.86
-0.07272548525137743,-0.052364431722086116,-0.027685892791336122,-0.07205200959951706,-0.03753061652657618,-0.02227222584576569,-0.12992580649395413,-0.08538808176295921,-0.049210875781348994,-0.11506984951421408,-0.07963055634311149,-0.0467843306201308,0.9972225472510696,0.9966216631538163,0.7847528497872518,0.330593,0.18772200000000003,246.5
-0.052364431722086116,-0.027685892791336122,-0.045996485792479155,-0.03753061652657618,-0.02227222584576569,-0.026037907568450838,-0.08538808176295921,-0.049210875781348994,-0.06208383126233348,-0.07963055634311149,-0.0467843306201308,-0.03226649589231565,0.9966216631538163,0.7847528497872518,0.8001872436135063,0.367894,0.176615,255.0
-0.027685892791336122,-0.045996485792479155,-0.016914734561442435,-0.02227222584576569,-0.026037907568450838,-0.01443022772687962,-0.049210875781348994,-0.06208383126233348,-0.04072171767933548,-0.0467843306201308,-0.03226649589231565,-0.03973657644322187,0.7847528497872518,0.8001872436135063,0.8692329963039925,0.40636099999999997,0.169346,263.85
-0.045996485792479155,-0.016914734561442435,-0.012896798090086767,-0.026037907568450838,-0.01443022772687962,0.00024056141695002496,-0.06208383126233348,-0.04072171767933548,-0.018281722724881922,-0.03226649589231565,-0.03973657644322187,-0.005509565069958058,0.8001872436135063,0.8692329963039925,0.12645253903301698,0.42648600000000003,0.165973,260.15
-0.016914734561442435,-0.012896798090086767,-0.0006667070625534429,-0.01443022772687962,0.00024056141695002496,-0.0005212172807852092,-0.04072171767933548,-0.018281722724881922,-0.023267989562508584,-0.03973657644322187,-0.005509565069958058,-0.013468997919836523,0.8692329963039925,0.12645253903301698,-0.016694822720778685,0.420502,0.162422,269.0
