N_open1,N_open2,N_open3,N_high1,N_high2,N_high3,N_low1,N_low2,N_low3,N_close1,N_close2,N_close3,N_vol1,N_vol2,N_vol3,N_rsi,N_adx,open
-0.014992787572572074,0.010333744195947861,0.009512736107773668,-0.01182205930676471,0.013810604130976517,0.01900161333937222,-0.03654247911975135,0.00021812594689012916,0.0025530405502514663,-0.030206963287608714,0.007172743384118198,0.009512736107773668,0.9100571833085312,0.2355351155258429,0.3621206951151154,0.422543,0.18831499999999998,31.06
0.010333744195947861,0.009512736107773668,0.023822508565104726,0.013810604130976517,0.01900161333937222,0.02662334329139319,0.00021812594689012916,0.0025530405502514663,0.01052606034735994,0.007172743384118198,0.009512736107773668,0.011159346222378195,0.2355351155258429,0.3621206951151154,0.249766685061202,0.551735,0.193574,31.96
0.009512736107773668,0.023822508565104726,0.024709225725764214,0.01900161333937222,0.02662334329139319,0.02565978040814208,0.0025530405502514663,0.01052606034735994,0.017737236898314836,0.009512736107773668,0.011159346222378195,0.023124869477174344,0.3621206951151154,0.249766685061202,-0.17134245335772097,0.558067,0.19382100000000002,31.91
0.023822508565104726,0.024709225725764214,0.02276198527159689,0.02662334329139319,0.02565978040814208,0.027208772237096553,0.01052606034735994,0.017737236898314836,0.014819168236304565,0.011159346222378195,0.023124869477174344,0.021491301560737232,0.249766685061202,-0.17134245335772097,0.2565894125443244,0.560512,0.193354,32.33
0.024709225725764214,0.02276198527159689,0.02699033733803716,0.02565978040814208,0.027208772237096553,0.03367365370853286,0.017737236898314836,0.014819168236304565,0.02301098859252758,0.023124869477174344,0.021491301560737232,0.02826355433746157,-0.17134245335772097,0.2565894125443244,0.023081133149065722,0.6031799999999999,0.189638,32.32
0.02276198527159689,0.02699033733803716,0.03005251501336607,0.027208772237096553,0.03367365370853286,0.04281529636038634,0.014819168236304565,0.02301098859252758,0.02526372023191108,0.021491301560737232,0.02826355433746157,0.035478136672097406,0.2565894125443244,0.023081133149065722,0.19088515332044773,0.591896,0.182824,32.18
0.02699033733803716,0.03005251501336607,0.03519144462466365,0.03367365370853286,0.04281529636038634,0.06078660991802061,0.02301098859252758,0.02526372023191108,0.024938545941355802,0.02826355433746157,0.035478136672097406,0.03230847222352698,0.023081133149065722,0.19088515332044773,0.9397609316459367,0.609632,0.175887,32.24
0.03005251501336607,0.03519144462466365,0.010744178047634197,0.04281529636038634,0.06078660991802061,0.029560732567980162,0.02526372023191108,0.024938545941355802,0.009778907672915478,0.035478136672097406,0.03230847222352698,0.023290216330065554,0.19088515332044773,0.9397609316459367,0.5234044700013177,0.626184,0.165807,32.24
0.03519144462466365,0.010744178047634197,0.011373739758307631,0.06078660991802061,0.029560732567980162,0.028221627269179525,0.024938545941355802,0.009778907672915478,0.011373739758307631,0.03230847222352698,0.023290216330065554,0.02000062277712677,0.9397609316459367,0.5234044700013177,0.2066823431297535,0.6091219999999999,0.155197,32.28
0.010744178047634197,0.011373739758307631,0.003407174883188,0.029560732567980162,0.028221627269179525,0.011811466996764785,0.009778907672915478,0.011373739758307631,-0.0014417503086341895,0.023290216330065554,0.02000062277712677,0.01019534991872919,0.5234044700013177,0.2066823431297535,0.2211616016530055,0.576574,0.144028,31.41
0.011373739758307631,0.003407174883188,-0.0065174117796660295,0.028221627269179525,0.011811466996764785,0.015486733133543033,0.011373739758307631,-0.0014417503086341895,-0.009106131818573806,0.02000062277712677,0.01019534991872919,0.0061032075649423536,0.2066823431297535,0.2211616016530055,0.7262054380003179,0.560529,0.140692,31.3525
