N_open1,N_open2,N_open3,N_high1,N_high2,N_high3,N_low1,N_low2,N_low3,N_close1,N_close2,N_close3,N_vol1,N_vol2,N_vol3,N_rsi,N_adx
-0.014764751456063685,0.010333744195947861,0.009512736107773668,-0.011593269719356633,0.013810604130976517,0.01900161333937222,-0.03631968212957425,0.00021812594689012916,0.0025530405502514663,-0.03238783714913779,0.007172743384118198,0.009512736107773668,0.4560877939842829,0.23468796204084946,0.3623514019108551,0.416922,0.18831499999999998
