Date,Open,High,Low,Close,Adj Close,Volume
2015-09-01,78.760002,79.389999,77.519997,78.190002,67.803955,17954200
2015-09-02,79.750000,79.750000,77.230003,78.059998,67.691216,14255900
2015-09-03,78.699997,79.419998,77.690002,78.260002,67.864655,12282600
2015-09-04,77.300003,77.629997,76.449997,76.669998,66.485870,11210000
2015-09-08,77.529999,77.559998,76.239998,76.839996,66.633270,9316500
2015-09-09,77.430000,78.199997,74.750000,74.919998,64.968315,11243000
2015-09-10,75.730003,75.800003,74.309998,75.660004,65.610023,11475200
2015-09-11,75.940002,76.250000,75.089996,75.790001,65.722748,11032100
2015-09-14,75.519997,76.000000,74.959999,75.769997,65.705406,10235500
2015-09-15,76.430000,77.690002,76.209999,77.169998,66.919441,11609500
2015-09-16,77.820000,79.209999,77.769997,79.019997,68.523712,12593500
2015-09-17,79.120003,80.470001,78.599998,79.410004,68.861908,12324300
2015-09-18,77.910004,78.699997,76.970001,77.739998,67.413727,18337200
2015-09-21,78.300003,78.730003,77.839996,78.089996,67.717232,8523500
2015-09-22,76.839996,77.690002,76.489998,77.250000,66.988815,9692300
2015-09-23,77.400002,77.529999,75.760002,76.120003,66.008942,9043000
2015-09-24,75.449997,77.309998,75.099998,76.889999,66.676628,10302600
2015-09-25,77.870003,78.160004,76.919998,77.699997,67.379051,10862600
2015-09-28,76.660004,76.930000,75.750000,75.769997,65.705406,10567000
2015-09-29,76.040001,76.660004,75.279999,76.250000,66.121658,8797800
2015-09-30,77.150002,79.019997,77.000000,78.879997,68.402306,13832100
2015-10-01,79.720001,80.889999,77.809998,78.339996,67.934029,11111900
2015-10-02,77.739998,81.550003,77.309998,81.550003,70.717651,13051900
2015-10-05,82.410004,84.190002,82.349998,84.029999,72.868217,14196800
2015-10-06,84.180000,87.629997,84.070000,86.989998,75.435036,18897100
2015-10-07,88.250000,89.510002,86.279999,88.120003,76.414948,17670500
2015-10-08,87.889999,90.139999,87.800003,89.910004,77.967186,11299100
2015-10-09,90.199997,90.400002,88.669998,89.570000,77.672348,10011100
2015-10-12,89.860001,89.980003,87.870003,88.739998,76.952591,7917500
2015-10-13,87.800003,88.940002,87.290001,88.379997,76.640411,8012500
2015-10-14,88.230003,89.970001,87.709999,89.760002,77.837105,9734500
